antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.01922383755857263,0.04145139973567223,0.012675717890183827,0.6593749999999999,15.907182971014493,1.0,0.011878862915089803,2.8140876338035303,0.9555037671425742,0.2640801001251564,0.6446450394835798,0.48258605072463767,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED ",ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE GREEN"
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.025471584765108735,0.03322119428090833,0.013336537306259761,0.5235849056603773,15.760568426080724,1.0,0.012490340840135459,2.0292782852717566,0.961029455049921,0.29403973509933773,0.5072139650545355,0.4625157801357944,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY → JUMBO BAG PINK VINTAGE PAISLEY
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),0.03322119428090833,0.025471584765108735,0.013336537306259761,0.40144665461121154,15.760568426080724,1.0,0.012490340840135459,1.6281396182020993,0.9687329783023562,0.29403973509933773,0.3858020597126265,0.4625157801357944,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY → JUMBO BAG SCANDINAVIAN BLUE PAISLEY
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.02727381953622492,0.02949657575393488,0.012675717890183827,0.46475770925110127,15.756327552329596,1.0,0.01187123360613442,1.8132039284268047,0.9627924620197441,0.2874659400544959,0.44849005436049716,0.4472464717334936,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED ",ALARM CLOCK BAKELIKE PINK,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE PINK"
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.025171212303256037,0.03051784212423405,0.012074972966478434,0.4797136038186158,15.719119388119445,1.0,0.011306801883332088,1.8633624961006698,0.9605617073932734,0.2768595041322314,0.4633357695603345,0.43769144757859924,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT → CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03051784212423405,0.025171212303256037,0.012074972966478434,0.3956692913385827,15.719119388119445,1.0,0.011306801883332088,1.613071739902104,0.9658591415212943,0.2768595041322314,0.3800647700512755,0.43769144757859924,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN → CHARLOTTE BAG PINK POLKADOT
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.026613000120148986,0.03051784212423405,0.012735792382554368,0.4785553047404063,15.681164572261425,1.0,0.01192362104643544,1.8592233590431355,0.9618263098261561,0.2868741542625169,0.4621410089669602,0.4479390696930378,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03051784212423405,0.026613000120148986,0.012735792382554368,0.4173228346456693,15.681164572261425,1.0,0.01192362104643544,1.6705425538478524,0.9657003159073744,0.2868741542625169,0.40139208205343524,0.4479390696930378,CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN → STRAWBERRY CHARLOTTE BAG
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.026312627658296287,0.027634266490448155,0.011354079058031959,0.4315068493150685,15.614919594997023,1.0,0.010626948893258662,1.7104264709927055,0.9612517432112693,0.26657263751763044,0.41535048892244103,0.42118820726622985,HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK → HAND WARMER SCOTTY DOG DESIGN
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.027634266490448155,0.026312627658296287,0.011354079058031959,0.41086956521739126,15.614919594997021,1.0,0.010626948893258662,1.652753473347541,0.9625582759154981,0.26657263751763044,0.3949490857976737,0.42118820726622985,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN → HAND WARMER UNION JACK
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.036705514838399615,0.022948456085546076,0.012916015859665985,0.3518821603927987,15.333587544236982,1.0,0.012073680964299612,1.5075214478074022,0.9704028252151906,0.2763496143958869,0.3366595205299143,0.4573546927618444,RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG → WOODLAND CHARLOTTE BAG
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.022948456085546076,0.036705514838399615,0.012916015859665985,0.56282722513089,15.33358754423698,1.0,0.012073680964299612,2.203464031926535,0.9567393815989659,0.2763496143958869,0.5461691293750418,0.4573546927618444,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG
frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.016520485401898353,0.04553646521686892,0.01129400456566142,0.6836363636363637,15.012943151834975,1.0,0.010541720056792086,3.0169824375328864,0.9490699043586415,0.2224852071005917,0.6685429826970614,0.46582873590789164,ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE CHOCOLATE → ALARM CLOCK BAKELIKE RED 
frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'}),frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),0.025771957226961434,0.02703352156674276,0.010272738195362249,0.3986013986013986,14.744708624708624,1.0,0.009576031433850015,1.6178396094878578,0.9568386650785563,0.24152542372881355,0.3818917560582169,0.3893006993006993,60 CAKE CASES VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS,60 CAKE CASES VINTAGE CHRISTMAS → SET OF 20 VINTAGE CHRISTMAS NAPKINS
frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'}),0.02703352156674276,0.025771957226961434,0.010272738195362249,0.38,14.744708624708624,1.0,0.009576031433850015,1.5713355528597397,0.9580793178302635,0.24152542372881355,0.3635986927298514,0.3893006993006993,SET OF 20 VINTAGE CHRISTMAS NAPKINS,60 CAKE CASES VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS → 60 CAKE CASES VINTAGE CHRISTMAS
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.018803316111978854,0.04553646521686892,0.012615643397813289,0.670926517571885,14.7338295666248,1.0,0.011759406847718373,2.9004571493895153,0.949991982343663,0.2439024390243903,0.6552267630602718,0.4739856862265758,ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE ORANGE → ALARM CLOCK BAKELIKE RED 
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.025471584765108735,0.04553646521686892,0.01700108134086267,0.6674528301886792,14.65754592522527,1.0,0.01584119540718777,2.8701598492769325,0.9561298990639159,0.3147942157953281,0.651587349655133,0.5204018768357643,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE IVORY → ALARM CLOCK BAKELIKE RED 
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.04553646521686892,0.025471584765108735,0.01700108134086267,0.3733509234828496,14.65754592522527,1.0,0.01584119540718777,1.5551421868379949,0.9762298100840157,0.3147942157953281,0.3569719807850767,0.5204018768357643,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE IVORY
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.018803316111978854,0.04145139973567223,0.0114141535504025,0.6070287539936102,14.644348752141502,1.0,0.010634729777888657,2.4392334299409315,0.9495693252601287,0.23370233702337023,0.5900351365616467,0.44119553641709497,ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE ORANGE → ALARM CLOCK BAKELIKE GREEN
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.024630541871921183,0.031118587047939444,0.011173855580920341,0.4536585365853658,14.578378378378378,1.0,0.010407387919641044,1.773399014778325,0.9549256000868903,0.25067385444743934,0.43611111111111106,0.4063659478293624,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN ",LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG DOLLY GIRL DESIGN"
"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG PEARS'})",frozenset({'JUMBO BAG VINTAGE LEAF'}),0.01676078337138051,0.042592815090712485,0.010392887180103328,0.6200716845878137,14.558128718827568,1.0,0.00967899823319063,2.5199679678272764,0.9471854228037454,0.21226993865030672,0.603169558991576,0.4320386631683779,"JUMBO BAG APPLES, JUMBO BAG PEARS",JUMBO BAG VINTAGE LEAF,"JUMBO BAG APPLES, JUMBO BAG PEARS → JUMBO BAG VINTAGE LEAF"
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.04145139973567223,0.04553646521686892,0.02727381953622492,0.6579710144927536,14.449321249665406,1.0,0.025386269313970953,2.7905925381371204,0.9710437182427889,0.45674044265593555,0.6416531663674708,0.6284578027608887,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN → ALARM CLOCK BAKELIKE RED 
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.04553646521686892,0.04145139973567223,0.02727381953622492,0.5989445910290238,14.449321249665406,1.0,0.025386269313970953,2.3900652598696066,0.9751997462413105,0.45674044265593555,0.5816013826942297,0.6284578027608887,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE GREEN
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.026312627658296287,0.03292082181905563,0.01249549441307221,0.4748858447488585,14.425090824250908,1.0,0.011629261086342282,1.8416551306228417,0.9558266573012378,0.2673521850899743,0.4570101734184059,0.4272239442722394,HAND WARMER UNION JACK,HAND WARMER OWL DESIGN,HAND WARMER UNION JACK → HAND WARMER OWL DESIGN
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.03292082181905563,0.026312627658296287,0.01249549441307221,0.3795620437956204,14.425090824250908,1.0,0.011629261086342282,1.5693549413036871,0.9623579613329892,0.2673521850899743,0.3627955195595939,0.4272239442722394,HAND WARMER OWL DESIGN,HAND WARMER UNION JACK,HAND WARMER OWL DESIGN → HAND WARMER UNION JACK
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04553646521686892,0.02949657575393488,0.01922383755857263,0.42216358839050133,14.312291430444573,1.0,0.017880667762736835,1.6795470218687611,0.9745055230362538,0.34445640473627553,0.4046013675238802,0.5369473746433158,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE PINK
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.02949657575393488,0.04553646521686892,0.01922383755857263,0.6517311608961303,14.31229143044457,1.0,0.017880667762736835,2.7405941261901594,0.9583994893221912,0.34445640473627553,0.6351156158281083,0.5369473746433158,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK → ALARM CLOCK BAKELIKE RED 
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.029015979814970564,0.03982938844166767,0.016520485401898353,0.5693581780538302,14.294926443264037,1.0,0.015364796670832301,2.2296269489551657,0.9578377101460687,0.3157290470723306,0.5514944773749645,0.4920697375940342,HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY → CHOCOLATE HOT WATER BOTTLE
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.03982938844166767,0.029015979814970564,0.016520485401898353,0.4147812971342383,14.294926443264037,1.0,0.015364796670832301,1.6591814571718413,0.9686248457167558,0.3157290470723306,0.39729316785847496,0.4920697375940342,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE → HOT WATER BOTTLE I AM SO POORLY
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03051784212423405,0.036705514838399615,0.0159798149705635,0.5236220472440946,14.265487067799015,1.0,0.01485964186363649,2.0221223076945996,0.9591726248326231,0.3118405627198125,0.5054700716199063,0.4794869647022437,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN → RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.036705514838399615,0.03051784212423405,0.0159798149705635,0.43535188216039283,14.265487067799015,1.0,0.01485964186363649,1.7169669520640376,0.9653338209883925,0.3118405627198125,0.41757760753760687,0.4794869647022437,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.025471584765108735,0.04145139973567223,0.014898474107893788,0.5849056603773585,14.110637134263058,1.0,0.013842641265894207,2.3092307188186076,0.9534165072521984,0.2863741339491917,0.5669553536375977,0.47216297511621547,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE IVORY → ALARM CLOCK BAKELIKE GREEN
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.04145139973567223,0.025471584765108735,0.014898474107893788,0.35942028985507246,14.110637134263056,1.0,0.013842641265894207,1.5213226391675905,0.9693107658965381,0.2863741339491917,0.34267723738919587,0.47216297511621547,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE GREEN → ALARM CLOCK BAKELIKE IVORY
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02030517842124234,0.036705514838399615,0.010513036164844407,0.5177514792899408,14.105550121539043,1.0,0.009767724137007145,1.9975063557338708,0.9483625915413996,0.22609819121447028,0.49937581068040876,0.4020835956187838,CHARLOTTE BAG APPLES DESIGN,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN → RED RETROSPOT CHARLOTTE BAG
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.023368977532139852,0.031118587047939444,0.01021266370299171,0.43701799485861187,14.043632321267285,1.0,0.009485454141436474,1.720981139901149,0.9510176611703918,0.23066485753052923,0.4189361075407027,0.38260166152197006,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN ",LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG DOLLY GIRL DESIGN"
"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.015018623092634867,0.051303616484440706,0.010693259641956025,0.712,13.87816393442623,1.0,0.00992274996268712,3.2940846649845805,0.9420933031076365,0.19222462203023757,0.6964255319148935,0.46021545667447306,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE ",WOODEN PICTURE FRAME WHITE FINISH,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE  → WOODEN PICTURE FRAME WHITE FINISH"
frozenset({'PACK OF 72 SKULL CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.026552925627778445,0.028535383876006248,0.010513036164844407,0.39592760180995473,13.874970231007381,1.0,0.009755338239024705,1.6081923607745512,0.953239059138837,0.23584905660377356,0.3781838389542086,0.38217432722076683,PACK OF 72 SKULL CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 72 SKULL CAKE CASES → PACK OF 60 DINOSAUR CAKE CASES
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 72 SKULL CAKE CASES'}),0.028535383876006248,0.026552925627778445,0.010513036164844407,0.3684210526315789,13.874970231007381,1.0,0.009755338239024705,1.541291201089351,0.9551843246729155,0.23584905660377356,0.35119333757746624,0.38217432722076683,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 72 SKULL CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES → PACK OF 72 SKULL CAKE CASES
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.02589210621170251,0.0407905803195963,0.014538027153670552,0.5614849187935035,13.765063266917023,1.0,0.013481873115598583,2.1874034914404974,0.9520016411699197,0.2788018433179723,0.54283697364794,0.4589456994556619,VINTAGE HEADS AND TAILS CARD GAME ,VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME  → VINTAGE SNAP CARDS
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.0407905803195963,0.02589210621170251,0.014538027153670552,0.35640648011782033,13.765063266917023,1.0,0.013481873115598583,1.5135452171218629,0.9667881638110007,0.2788018433179723,0.3392995539957593,0.4589456994556619,VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME ,VINTAGE SNAP CARDS → VINTAGE HEADS AND TAILS CARD GAME 
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.028535383876006248,0.026673074612519523,0.010452961672473868,0.36631578947368426,13.73354196301565,1.0,0.009691835249252267,1.5359810284353927,0.9544203224588931,0.23355704697986582,0.3489502920367207,0.37910384068278813,PACK OF 60 DINOSAUR CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES → 72 SWEETHEART FAIRY CAKE CASES
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.026673074612519523,0.028535383876006248,0.010452961672473868,0.39189189189189194,13.733541963015648,1.0,0.009691835249252267,1.5975195909594564,0.9525941880312776,0.23355704697986582,0.37402958582848517,0.37910384068278813,72 SWEETHEART FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,72 SWEETHEART FAIRY CAKE CASES → PACK OF 60 DINOSAUR CAKE CASES
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04145139973567223,0.02949657575393488,0.016580559894268893,0.4,13.560896130346233,1.0,0.015357885541859,1.6175057070767753,0.966313612434194,0.3049723756906077,0.38176415970287836,0.4810590631364562,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN → ALARM CLOCK BAKELIKE PINK
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.02949657575393488,0.04145139973567223,0.016580559894268893,0.5621181262729124,13.560896130346231,1.0,0.015357885541859,2.189057501068767,0.9544103992571957,0.3049723756906077,0.5431823972135184,0.4810590631364562,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK → ALARM CLOCK BAKELIKE GREEN
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG WOODLAND'}),0.02006488045176018,0.0404902078577436,0.010933557611438183,0.5449101796407185,13.457826187387836,1.0,0.010121126431305636,2.1083965169441683,0.9446480444518698,0.22033898305084748,0.5257059134923241,0.4074699266156115,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN ",LUNCH BAG WOODLAND,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG WOODLAND"
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG WOODLAND'}),0.024630541871921183,0.0404902078577436,0.013396611798630302,0.5439024390243902,13.43293768545994,1.0,0.012399316038587356,2.1037380469429148,0.9489287493771799,0.25900116144018587,0.52465564738292,0.43738148657450965,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN ",LUNCH BAG WOODLAND,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG WOODLAND"
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.016039889462934036,0.05244503183948095,0.011173855580920341,0.6966292134831461,13.283035381031445,1.0,0.010332643067335012,3.1234219320846743,0.9397901325261104,0.19496855345911954,0.6798383242021461,0.4548438163635662,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG SPACEBOY DESIGN ,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT → LUNCH BAG SPACEBOY DESIGN "
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG WOODLAND'}),0.021807040730505826,0.0404902078577436,0.011714526012255196,0.5371900826446281,13.267160409054124,1.0,0.010831554400314735,2.073226515164518,0.945238781362346,0.23159144893111644,0.5176600372966741,0.4132537950315128,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN ",LUNCH BAG WOODLAND,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG WOODLAND"
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.014778325123152709,0.05244503183948095,0.01021266370299171,0.6910569105691058,13.176785032455138,1.0,0.009437613971373765,3.0670858179932603,0.9379705882352941,0.1791359325605901,0.6739576068809571,0.44289386192831004,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG SPACEBOY DESIGN ,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN → LUNCH BAG SPACEBOY DESIGN "
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.03412231166646642,0.03490328006728343,0.015439144539228643,0.4524647887323943,12.963388766332937,1.0,0.014248163938590833,1.762620375954286,0.9554622576805777,0.2881165919282511,0.4326628617018011,0.4474027902353882,COOK WITH WINE METAL SIGN ,HAND OVER THE CHOCOLATE   SIGN ,COOK WITH WINE METAL SIGN  → HAND OVER THE CHOCOLATE   SIGN 
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03490328006728343,0.03412231166646642,0.015439144539228643,0.4423407917383821,12.963388766332937,1.0,0.014248163938590833,1.732021410252417,0.9562354297533971,0.2881165919282511,0.42263993153856877,0.4474027902353882,HAND OVER THE CHOCOLATE   SIGN ,COOK WITH WINE METAL SIGN ,HAND OVER THE CHOCOLATE   SIGN  → COOK WITH WINE METAL SIGN 
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.0293764267691938,0.03982938844166767,0.015078697585005407,0.5132924335378324,12.887278806441566,1.0,0.013908652472186983,1.9727875170253135,0.9503211391606317,0.2785793562708102,0.4931030375192866,0.4459373178247231,HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY → CHOCOLATE HOT WATER BOTTLE
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03982938844166767,0.0293764267691938,0.015078697585005407,0.37858220211161386,12.887278806441563,1.0,0.013908652472186983,1.5619500705146225,0.9606668738921558,0.2785793562708102,0.35977466957664944,0.4459373178247231,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE → HOT WATER BOTTLE TEA AND SYMPATHY
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.029015979814970564,0.0293764267691938,0.010933557611438183,0.37681159420289856,12.827005720043864,1.0,0.010081171805267295,1.557512245416875,0.9495928497660852,0.23037974683544302,0.3579504732995884,0.37449986663110163,HOT WATER BOTTLE I AM SO POORLY,HOT WATER BOTTLE TEA AND SYMPATHY,HOT WATER BOTTLE I AM SO POORLY → HOT WATER BOTTLE TEA AND SYMPATHY
